Comunidad autónoma,Grupo,Año,Mes,IPC
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2020,Marzo,104.951
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2020,Febrero,104.911
"Navarra, Comunidad Foral de",Alimentos y bebidas no alcohólicas,2020,Enero,105.21
"Navarra, Comunidad Foral de",Bebidas alcohólicas y tabaco,2020,Mayo,104.033
"Navarra, Comunidad Foral de",Bebidas alcohólicas y tabaco,2020,Abril,103.962
"Navarra, Comunidad Foral de",Bebidas alcohólicas y tabaco,2020,Marzo,103.785
"Navarra, Comunidad Foral de",Bebidas alcohólicas y tabaco,2020,Febrero,104.053
"Navarra, Comunidad Foral de",Bebidas alcohólicas y tabaco,2020,Enero,104.036
"Navarra, Comunidad Foral de",Vestido y calzado,2020,Mayo,110.834
"Navarra, Comunidad Foral de",Vestido y calzado,2020,Abril,106.312
"Navarra, Comunidad Foral de",Vestido y calzado,2020,Marzo,98.308
"Navarra, Comunidad Foral de",Vestido y calzado,2020,Febrero,93.948
"Navarra, Comunidad Foral de",Vestido y calzado,2020,Enero,94.918
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,97.734
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,98.053
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.764
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,103.771
"Navarra, Comunidad Foral de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,105.636
"Navarra, Comunidad Foral de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,100.56
"Navarra, Comunidad Foral de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,99.863
"Navarra, Comunidad Foral de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,99.551
"Navarra, Comunidad Foral de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,99.211
"Navarra, Comunidad Foral de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,99.935
"Navarra, Comunidad Foral de",Sanidad,2020,Mayo,104.119
"Navarra, Comunidad Foral de",Sanidad,2020,Abril,104.089
"Navarra, Comunidad Foral de",Sanidad,2020,Marzo,104.045
"Navarra, Comunidad Foral de",Sanidad,2020,Febrero,104.307
"Navarra, Comunidad Foral de",Sanidad,2020,Enero,104.089
"Navarra, Comunidad Foral de",Transporte,2020,Mayo,101.7
"Navarra, Comunidad Foral de",Transporte,2020,Abril,102.455
"Navarra, Comunidad Foral de",Transporte,2020,Marzo,106.024
"Navarra, Comunidad Foral de",Transporte,2020,Febrero,109.879
"Navarra, Comunidad Foral de",Transporte,2020,Enero,110.808
"Navarra, Comunidad Foral de",Comunicaciones,2020,Mayo,103.318
"Navarra, Comunidad Foral de",Comunicaciones,2020,Abril,103.475
"Navarra, Comunidad Foral de",Comunicaciones,2020,Marzo,103.647
"Navarra, Comunidad Foral de",Comunicaciones,2020,Febrero,102.47
"Navarra, Comunidad Foral de",Comunicaciones,2020,Enero,102.538
"Navarra, Comunidad Foral de",Ocio y cultura,2020,Mayo,98.682
"Navarra, Comunidad Foral de",Ocio y cultura,2020,Abril,100.376
"Navarra, Comunidad Foral de",Ocio y cultura,2020,Marzo,99.136
"Navarra, Comunidad Foral de",Ocio y cultura,2020,Febrero,100.103
"Navarra, Comunidad Foral de",Ocio y cultura,2020,Enero,98.827
"Navarra, Comunidad Foral de",Enseñanza,2020,Mayo,102.675
"Navarra, Comunidad Foral de",Enseñanza,2020,Abril,102.675
"Navarra, Comunidad Foral de",Enseñanza,2020,Marzo,102.664
"Navarra, Comunidad Foral de",Enseñanza,2020,Febrero,102.664
"Navarra, Comunidad Foral de",Enseñanza,2020,Enero,102.664
"Navarra, Comunidad Foral de",Restaurantes y hoteles,2020,Mayo,108.369
"Navarra, Comunidad Foral de",Restaurantes y hoteles,2020,Abril,107.764
"Navarra, Comunidad Foral de",Restaurantes y hoteles,2020,Marzo,106.48
"Navarra, Comunidad Foral de",Restaurantes y hoteles,2020,Febrero,106.451
"Navarra, Comunidad Foral de",Restaurantes y hoteles,2020,Enero,105.656
"Navarra, Comunidad Foral de",Otros bienes y servicios ,2020,Mayo,103.881
"Navarra, Comunidad Foral de",Otros bienes y servicios ,2020,Abril,103.808
"Navarra, Comunidad Foral de",Otros bienes y servicios ,2020,Marzo,103.534
"Navarra, Comunidad Foral de",Otros bienes y servicios ,2020,Febrero,103.475
"Navarra, Comunidad Foral de",Otros bienes y servicios ,2020,Enero,103.322
País Vasco,Alimentos y bebidas no alcohólicas,2020,Mayo,107.13
País Vasco,Alimentos y bebidas no alcohólicas,2020,Abril,106.938
País Vasco,Alimentos y bebidas no alcohólicas,2020,Marzo,105.894
País Vasco,Alimentos y bebidas no alcohólicas,2020,Febrero,105.846
País Vasco,Alimentos y bebidas no alcohólicas,2020,Enero,105.644
País Vasco,Bebidas alcohólicas y tabaco,2020,Mayo,104.499
País Vasco,Bebidas alcohólicas y tabaco,2020,Abril,104.642
País Vasco,Bebidas alcohólicas y tabaco,2020,Marzo,104.507
País Vasco,Bebidas alcohólicas y tabaco,2020,Febrero,104.801
País Vasco,Bebidas alcohólicas y tabaco,2020,Enero,104.404
País Vasco,Vestido y calzado,2020,Mayo,110.518
País Vasco,Vestido y calzado,2020,Abril,108.368
País Vasco,Vestido y calzado,2020,Marzo,98.165
País Vasco,Vestido y calzado,2020,Febrero,93.29
País Vasco,Vestido y calzado,2020,Enero,94.347
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,98.772
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,98.664
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.671
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,102.633
País Vasco,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,103.984
País Vasco,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,101.574
País Vasco,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,101.216
País Vasco,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,101.465
País Vasco,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,100.874
País Vasco,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,101.216
País Vasco,Sanidad,2020,Mayo,102.089
País Vasco,Sanidad,2020,Abril,101.874
País Vasco,Sanidad,2020,Marzo,101.797
País Vasco,Sanidad,2020,Febrero,102.181
País Vasco,Sanidad,2020,Enero,102.098
País Vasco,Transporte,2020,Mayo,103.612
País Vasco,Transporte,2020,Abril,104.21
País Vasco,Transporte,2020,Marzo,107.542
País Vasco,Transporte,2020,Febrero,111.037
País Vasco,Transporte,2020,Enero,111.777
País Vasco,Comunicaciones,2020,Mayo,105.258
País Vasco,Comunicaciones,2020,Abril,105.371
País Vasco,Comunicaciones,2020,Marzo,105.542
País Vasco,Comunicaciones,2020,Febrero,104.255
País Vasco,Comunicaciones,2020,Enero,104.257
País Vasco,Ocio y cultura,2020,Mayo,99.395
País Vasco,Ocio y cultura,2020,Abril,101.061
País Vasco,Ocio y cultura,2020,Marzo,100.146
País Vasco,Ocio y cultura,2020,Febrero,100.47
País Vasco,Ocio y cultura,2020,Enero,99.915
País Vasco,Enseñanza,2020,Mayo,104.612
País Vasco,Enseñanza,2020,Abril,104.612
País Vasco,Enseñanza,2020,Marzo,104.601
País Vasco,Enseñanza,2020,Febrero,104.601
País Vasco,Enseñanza,2020,Enero,104.593
País Vasco,Restaurantes y hoteles,2020,Mayo,107.333
País Vasco,Restaurantes y hoteles,2020,Abril,106.886
País Vasco,Restaurantes y hoteles,2020,Marzo,106.187
País Vasco,Restaurantes y hoteles,2020,Febrero,105.558
País Vasco,Restaurantes y hoteles,2020,Enero,104.874
País Vasco,Otros bienes y servicios ,2020,Mayo,104.105
País Vasco,Otros bienes y servicios ,2020,Abril,104.054
País Vasco,Otros bienes y servicios ,2020,Marzo,104.246
País Vasco,Otros bienes y servicios ,2020,Febrero,103.935
País Vasco,Otros bienes y servicios ,2020,Enero,103.75
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,Mayo,107.353
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,Abril,106.963
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,Marzo,105.749
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,Febrero,105.672
"Rioja, La",Alimentos y bebidas no alcohólicas,2020,Enero,105.947
"Rioja, La",Bebidas alcohólicas y tabaco,2020,Mayo,104.388
"Rioja, La",Bebidas alcohólicas y tabaco,2020,Abril,104.729
"Rioja, La",Bebidas alcohólicas y tabaco,2020,Marzo,104.802
"Rioja, La",Bebidas alcohólicas y tabaco,2020,Febrero,104.292
"Rioja, La",Bebidas alcohólicas y tabaco,2020,Enero,103.721
"Rioja, La",Vestido y calzado,2020,Mayo,115.892
"Rioja, La",Vestido y calzado,2020,Abril,110.529
"Rioja, La",Vestido y calzado,2020,Marzo,92.673
"Rioja, La",Vestido y calzado,2020,Febrero,91.942
"Rioja, La",Vestido y calzado,2020,Enero,92.337
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,96.612
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,96.854
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,99.6
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,102.097
"Rioja, La","Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,103.792
"Rioja, La","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,102.716
"Rioja, La","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,102.686
"Rioja, La","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,102.708
"Rioja, La","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,102.198
"Rioja, La","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,102.497
"Rioja, La",Sanidad,2020,Mayo,101.177
"Rioja, La",Sanidad,2020,Abril,101.161
"Rioja, La",Sanidad,2020,Marzo,101.076
"Rioja, La",Sanidad,2020,Febrero,101.706
"Rioja, La",Sanidad,2020,Enero,101.614
"Rioja, La",Transporte,2020,Mayo,103.612
"Rioja, La",Transporte,2020,Abril,104.101
"Rioja, La",Transporte,2020,Marzo,107.674
"Rioja, La",Transporte,2020,Febrero,110.792
"Rioja, La",Transporte,2020,Enero,111.53
"Rioja, La",Comunicaciones,2020,Mayo,104.535
"Rioja, La",Comunicaciones,2020,Abril,104.664
"Rioja, La",Comunicaciones,2020,Marzo,104.836
"Rioja, La",Comunicaciones,2020,Febrero,103.585
"Rioja, La",Comunicaciones,2020,Enero,103.61
"Rioja, La",Ocio y cultura,2020,Mayo,98.227
"Rioja, La",Ocio y cultura,2020,Abril,100.009
"Rioja, La",Ocio y cultura,2020,Marzo,99.016
"Rioja, La",Ocio y cultura,2020,Febrero,99.323
"Rioja, La",Ocio y cultura,2020,Enero,98.6
"Rioja, La",Enseñanza,2020,Mayo,104.796
"Rioja, La",Enseñanza,2020,Abril,104.796
"Rioja, La",Enseñanza,2020,Marzo,104.788
"Rioja, La",Enseñanza,2020,Febrero,104.788
"Rioja, La",Enseñanza,2020,Enero,104.788
"Rioja, La",Restaurantes y hoteles,2020,Mayo,106.938
"Rioja, La",Restaurantes y hoteles,2020,Abril,106.243
"Rioja, La",Restaurantes y hoteles,2020,Marzo,105.21
"Rioja, La",Restaurantes y hoteles,2020,Febrero,104.523
"Rioja, La",Restaurantes y hoteles,2020,Enero,104.037
"Rioja, La",Otros bienes y servicios ,2020,Mayo,103.393
"Rioja, La",Otros bienes y servicios ,2020,Abril,103.411
"Rioja, La",Otros bienes y servicios ,2020,Marzo,103.619
"Rioja, La",Otros bienes y servicios ,2020,Febrero,103.052
"Rioja, La",Otros bienes y servicios ,2020,Enero,102.285
Ceuta,Alimentos y bebidas no alcohólicas,2020,Mayo,105.291
Ceuta,Alimentos y bebidas no alcohólicas,2020,Abril,105.048
Ceuta,Alimentos y bebidas no alcohólicas,2020,Marzo,103.675
Ceuta,Alimentos y bebidas no alcohólicas,2020,Febrero,103.196
Ceuta,Alimentos y bebidas no alcohólicas,2020,Enero,102.795
Ceuta,Bebidas alcohólicas y tabaco,2020,Mayo,104.654
Ceuta,Bebidas alcohólicas y tabaco,2020,Abril,104.632
Ceuta,Bebidas alcohólicas y tabaco,2020,Marzo,104.629
Ceuta,Bebidas alcohólicas y tabaco,2020,Febrero,104.477
Ceuta,Bebidas alcohólicas y tabaco,2020,Enero,104.373
Ceuta,Vestido y calzado,2020,Mayo,113.244
Ceuta,Vestido y calzado,2020,Abril,112.588
Ceuta,Vestido y calzado,2020,Marzo,99.423
Ceuta,Vestido y calzado,2020,Febrero,89.765
Ceuta,Vestido y calzado,2020,Enero,90.706
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,99.683
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,99.484
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.822
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,102.236
Ceuta,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,103.115
Ceuta,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,96.989
Ceuta,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,96.847
Ceuta,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,96.514
Ceuta,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,96.601
Ceuta,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,96.402
Ceuta,Sanidad,2020,Mayo,101.423
Ceuta,Sanidad,2020,Abril,101.429
Ceuta,Sanidad,2020,Marzo,101.392
Ceuta,Sanidad,2020,Febrero,101.391
Ceuta,Sanidad,2020,Enero,101.387
Ceuta,Transporte,2020,Mayo,98.621
Ceuta,Transporte,2020,Abril,100.297
Ceuta,Transporte,2020,Marzo,102.836
Ceuta,Transporte,2020,Febrero,106.702
Ceuta,Transporte,2020,Enero,107.807
Ceuta,Comunicaciones,2020,Mayo,108.496
Ceuta,Comunicaciones,2020,Abril,108.533
Ceuta,Comunicaciones,2020,Marzo,108.703
Ceuta,Comunicaciones,2020,Febrero,107.213
Ceuta,Comunicaciones,2020,Enero,107.097
Ceuta,Ocio y cultura,2020,Mayo,97.628
Ceuta,Ocio y cultura,2020,Abril,98.389
Ceuta,Ocio y cultura,2020,Marzo,97.851
Ceuta,Ocio y cultura,2020,Febrero,97.9
Ceuta,Ocio y cultura,2020,Enero,97.86
Ceuta,Enseñanza,2020,Mayo,104.717
Ceuta,Enseñanza,2020,Abril,104.717
Ceuta,Enseñanza,2020,Marzo,104.707
Ceuta,Enseñanza,2020,Febrero,104.707
Ceuta,Enseñanza,2020,Enero,104.707
Ceuta,Restaurantes y hoteles,2020,Mayo,102.897
Ceuta,Restaurantes y hoteles,2020,Abril,102.574
Ceuta,Restaurantes y hoteles,2020,Marzo,101.995
Ceuta,Restaurantes y hoteles,2020,Febrero,101.956
Ceuta,Restaurantes y hoteles,2020,Enero,101.934
Ceuta,Otros bienes y servicios ,2020,Mayo,101.392
Ceuta,Otros bienes y servicios ,2020,Abril,101.227
Ceuta,Otros bienes y servicios ,2020,Marzo,101.21
Ceuta,Otros bienes y servicios ,2020,Febrero,101.1
Ceuta,Otros bienes y servicios ,2020,Enero,101.069
Melilla,Alimentos y bebidas no alcohólicas,2020,Mayo,106.949
Melilla,Alimentos y bebidas no alcohólicas,2020,Abril,106.32
Melilla,Alimentos y bebidas no alcohólicas,2020,Marzo,102.158
Melilla,Alimentos y bebidas no alcohólicas,2020,Febrero,102.869
Melilla,Alimentos y bebidas no alcohólicas,2020,Enero,102.203
Melilla,Bebidas alcohólicas y tabaco,2020,Mayo,103.485
Melilla,Bebidas alcohólicas y tabaco,2020,Abril,103.717
Melilla,Bebidas alcohólicas y tabaco,2020,Marzo,103.718
Melilla,Bebidas alcohólicas y tabaco,2020,Febrero,103.741
Melilla,Bebidas alcohólicas y tabaco,2020,Enero,103.701
Melilla,Vestido y calzado,2020,Mayo,110.751
Melilla,Vestido y calzado,2020,Abril,109.259
Melilla,Vestido y calzado,2020,Marzo,99.875
Melilla,Vestido y calzado,2020,Febrero,90.863
Melilla,Vestido y calzado,2020,Enero,92.544
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,100.543
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,100.296
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,102.008
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,103.816
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,104.997
Melilla,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,103.155
Melilla,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,102.529
Melilla,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,102.009
Melilla,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,101.891
Melilla,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,101.481
Melilla,Sanidad,2020,Mayo,102.625
Melilla,Sanidad,2020,Abril,102.565
Melilla,Sanidad,2020,Marzo,102.527
Melilla,Sanidad,2020,Febrero,102.527
Melilla,Sanidad,2020,Enero,102.454
Melilla,Transporte,2020,Mayo,95.424
Melilla,Transporte,2020,Abril,96.69
Melilla,Transporte,2020,Marzo,99.689
Melilla,Transporte,2020,Febrero,103.348
Melilla,Transporte,2020,Enero,103.776
Melilla,Comunicaciones,2020,Mayo,104.273
Melilla,Comunicaciones,2020,Abril,104.409
Melilla,Comunicaciones,2020,Marzo,104.579
Melilla,Comunicaciones,2020,Febrero,103.35
Melilla,Comunicaciones,2020,Enero,103.386
Melilla,Ocio y cultura,2020,Mayo,97.403
Melilla,Ocio y cultura,2020,Abril,99.289
Melilla,Ocio y cultura,2020,Marzo,98.281
Melilla,Ocio y cultura,2020,Febrero,98.63
Melilla,Ocio y cultura,2020,Enero,97.7
Melilla,Enseñanza,2020,Mayo,101.916
Melilla,Enseñanza,2020,Abril,101.916
Melilla,Enseñanza,2020,Marzo,101.907
Melilla,Enseñanza,2020,Febrero,101.907
Melilla,Enseñanza,2020,Enero,101.907
Melilla,Restaurantes y hoteles,2020,Mayo,106.083
Melilla,Restaurantes y hoteles,2020,Abril,105.724
Melilla,Restaurantes y hoteles,2020,Marzo,105.159
Melilla,Restaurantes y hoteles,2020,Febrero,105.074
Melilla,Restaurantes y hoteles,2020,Enero,104.688
Melilla,Otros bienes y servicios ,2020,Mayo,101.052
Melilla,Otros bienes y servicios ,2020,Abril,100.773
Melilla,Otros bienes y servicios ,2020,Marzo,100.986
Melilla,Otros bienes y servicios ,2020,Febrero,101.04
Melilla,Otros bienes y servicios ,2020,Enero,100.593
