CODIGO_ESTACION;NOMBRE_ESTACION;NUCLEO_CERCANIAS;TRAMO_HORARIO;VIAJEROS_SUBIDOS;VIAJEROS_BAJADOS
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;18:30 - 19:00;85;19
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;19:00 - 19:30;130;23
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;19:30 - 20:00;57;14
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;20:00 - 20:30;50;16
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;20:30 - 21:00;67;19
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;21:00 - 21:30;22;7
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;21:30 - 22:00;16;6
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;22:00 - 22:30;40;4
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;22:30 - 23:00;5;3
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;23:00 - 23:30;37;4
70107;ALCALA DE HENARES-UNIVERSIDAD;MADRID;23:30 - 00:00;2;1
70108;COSLADA;MADRID;00:30 - 01:00;3;38
70108;COSLADA;MADRID;05:30 - 06:00;125;26
70108;COSLADA;MADRID;06:00 - 06:30;227;77
70108;COSLADA;MADRID;06:30 - 07:00;637;252
70108;COSLADA;MADRID;07:00 - 07:30;831;412
70108;COSLADA;MADRID;07:30 - 08:00;874;479
70108;COSLADA;MADRID;08:00 - 08:30;1085;772
70108;COSLADA;MADRID;08:30 - 09:00;561;548
70108;COSLADA;MADRID;09:00 - 09:30;575;228
70108;COSLADA;MADRID;09:30 - 10:00;200;246
70108;COSLADA;MADRID;10:00 - 10:30;230;119
70108;COSLADA;MADRID;10:30 - 11:00;185;144
70108;COSLADA;MADRID;11:00 - 11:30;217;156
70108;COSLADA;MADRID;11:30 - 12:00;160;114
70108;COSLADA;MADRID;12:00 - 12:30;184;177
70108;COSLADA;MADRID;12:30 - 13:00;178;185
70108;COSLADA;MADRID;13:00 - 13:30;329;302
70108;COSLADA;MADRID;13:30 - 14:00;347;366
70108;COSLADA;MADRID;14:00 - 14:30;499;357
70108;COSLADA;MADRID;14:30 - 15:00;384;453
70108;COSLADA;MADRID;15:00 - 15:30;442;415
70108;COSLADA;MADRID;15:30 - 16:00;288;486
70108;COSLADA;MADRID;16:00 - 16:30;244;420
70108;COSLADA;MADRID;16:30 - 17:00;212;298
70108;COSLADA;MADRID;17:00 - 17:30;309;367
70108;COSLADA;MADRID;17:30 - 18:00;198;340
70108;COSLADA;MADRID;18:00 - 18:30;269;447
70108;COSLADA;MADRID;18:30 - 19:00;390;529
70108;COSLADA;MADRID;19:00 - 19:30;324;518
70108;COSLADA;MADRID;19:30 - 20:00;263;568
70108;COSLADA;MADRID;20:00 - 20:30;214;450
70108;COSLADA;MADRID;20:30 - 21:00;262;329
70108;COSLADA;MADRID;21:00 - 21:30;144;315
70108;COSLADA;MADRID;21:30 - 22:00;149;306
70108;COSLADA;MADRID;22:00 - 22:30;116;193
70108;COSLADA;MADRID;22:30 - 23:00;70;156
70108;COSLADA;MADRID;23:00 - 23:30;37;79
70108;COSLADA;MADRID;23:30 - 00:00;3;14
70109;SANTA EUGENIA;MADRID;00:00 - 00:30;1;14
70109;SANTA EUGENIA;MADRID;05:30 - 06:00;39;5
70109;SANTA EUGENIA;MADRID;06:00 - 06:30;82;17
70109;SANTA EUGENIA;MADRID;06:30 - 07:00;100;41
70109;SANTA EUGENIA;MADRID;07:00 - 07:30;474;70
70109;SANTA EUGENIA;MADRID;07:30 - 08:00;463;72
70109;SANTA EUGENIA;MADRID;08:00 - 08:30;607;81
70109;SANTA EUGENIA;MADRID;08:30 - 09:00;352;71
70109;SANTA EUGENIA;MADRID;09:00 - 09:30;312;81
70109;SANTA EUGENIA;MADRID;09:30 - 10:00;159;75
70109;SANTA EUGENIA;MADRID;10:00 - 10:30;141;34
70109;SANTA EUGENIA;MADRID;10:30 - 11:00;106;54
70109;SANTA EUGENIA;MADRID;11:00 - 11:30;68;58
70109;SANTA EUGENIA;MADRID;11:30 - 12:00;147;39
70109;SANTA EUGENIA;MADRID;12:00 - 12:30;103;75
70109;SANTA EUGENIA;MADRID;12:30 - 13:00;76;55
70109;SANTA EUGENIA;MADRID;13:00 - 13:30;114;135
70109;SANTA EUGENIA;MADRID;13:30 - 14:00;87;117
70109;SANTA EUGENIA;MADRID;14:00 - 14:30;201;178
70109;SANTA EUGENIA;MADRID;14:30 - 15:00;162;221
70109;SANTA EUGENIA;MADRID;15:00 - 15:30;114;264
70109;SANTA EUGENIA;MADRID;15:30 - 16:00;94;235
70109;SANTA EUGENIA;MADRID;16:00 - 16:30;110;187
70109;SANTA EUGENIA;MADRID;16:30 - 17:00;95;131
70109;SANTA EUGENIA;MADRID;17:00 - 17:30;79;181
70109;SANTA EUGENIA;MADRID;17:30 - 18:00;69;145
70109;SANTA EUGENIA;MADRID;18:00 - 18:30;76;207
70109;SANTA EUGENIA;MADRID;18:30 - 19:00;85;233
70109;SANTA EUGENIA;MADRID;19:00 - 19:30;85;245
70109;SANTA EUGENIA;MADRID;19:30 - 20:00;95;282
70109;SANTA EUGENIA;MADRID;20:00 - 20:30;70;188
70109;SANTA EUGENIA;MADRID;20:30 - 21:00;44;130
70109;SANTA EUGENIA;MADRID;21:00 - 21:30;38;173
70109;SANTA EUGENIA;MADRID;21:30 - 22:00;43;82
70109;SANTA EUGENIA;MADRID;22:00 - 22:30;38;133
70109;SANTA EUGENIA;MADRID;22:30 - 23:00;28;77
70109;SANTA EUGENIA;MADRID;23:00 - 23:30;21;34
70109;SANTA EUGENIA;MADRID;23:30 - 00:00;10;20
70111;LA GARENA;MADRID;00:30 - 01:00;3;6
70111;LA GARENA;MADRID;05:00 - 05:30;39;4
70111;LA GARENA;MADRID;05:30 - 06:00;28;15
70111;LA GARENA;MADRID;06:00 - 06:30;170;43
70111;LA GARENA;MADRID;06:30 - 07:00;256;52
70111;LA GARENA;MADRID;07:00 - 07:30;531;112
70111;LA GARENA;MADRID;07:30 - 08:00;532;158
70111;LA GARENA;MADRID;08:00 - 08:30;496;106
70111;LA GARENA;MADRID;08:30 - 09:00;225;127
70111;LA GARENA;MADRID;09:00 - 09:30;124;84
70111;LA GARENA;MADRID;09:30 - 10:00;135;53
70111;LA GARENA;MADRID;10:00 - 10:30;78;63
70111;LA GARENA;MADRID;10:30 - 11:00;57;43
70111;LA GARENA;MADRID;11:00 - 11:30;79;52
70111;LA GARENA;MADRID;11:30 - 12:00;49;59
70111;LA GARENA;MADRID;12:00 - 12:30;58;59
70111;LA GARENA;MADRID;12:30 - 13:00;68;56
70111;LA GARENA;MADRID;13:00 - 13:30;72;86
70111;LA GARENA;MADRID;13:30 - 14:00;91;96
70111;LA GARENA;MADRID;14:00 - 14:30;93;76
70111;LA GARENA;MADRID;14:30 - 15:00;196;243
70111;LA GARENA;MADRID;15:00 - 15:30;123;150
70111;LA GARENA;MADRID;15:30 - 16:00;106;165
70111;LA GARENA;MADRID;16:00 - 16:30;70;164
70111;LA GARENA;MADRID;16:30 - 17:00;90;139
70111;LA GARENA;MADRID;17:00 - 17:30;73;103
70111;LA GARENA;MADRID;17:30 - 18:00;114;88
70111;LA GARENA;MADRID;18:00 - 18:30;147;148
70111;LA GARENA;MADRID;18:30 - 19:00;98;195
70111;LA GARENA;MADRID;19:00 - 19:30;100;239
70111;LA GARENA;MADRID;19:30 - 20:00;46;222
70111;LA GARENA;MADRID;20:00 - 20:30;76;163
70111;LA GARENA;MADRID;20:30 - 21:00;62;209
70111;LA GARENA;MADRID;21:00 - 21:30;38;115
70111;LA GARENA;MADRID;21:30 - 22:00;26;122
70111;LA GARENA;MADRID;22:00 - 22:30;58;98
70111;LA GARENA;MADRID;22:30 - 23:00;22;22
70111;LA GARENA;MADRID;23:00 - 23:30;15;63
70111;LA GARENA;MADRID;23:30 - 00:00;26;47
70112;SOTO DEL HENARES;MADRID;00:30 - 01:00;1;18
70112;SOTO DEL HENARES;MADRID;05:00 - 05:30;9;2
70112;SOTO DEL HENARES;MADRID;05:30 - 06:00;24;8
70112;SOTO DEL HENARES;MADRID;06:00 - 06:30;83;28
70112;SOTO DEL HENARES;MADRID;06:30 - 07:00;155;47
70112;SOTO DEL HENARES;MADRID;07:00 - 07:30;210;55
70112;SOTO DEL HENARES;MADRID;07:30 - 08:00;406;156
70112;SOTO DEL HENARES;MADRID;08:00 - 08:30;406;203
70112;SOTO DEL HENARES;MADRID;08:30 - 09:00;239;119
70112;SOTO DEL HENARES;MADRID;09:00 - 09:30;139;48
70112;SOTO DEL HENARES;MADRID;09:30 - 10:00;94;48
70112;SOTO DEL HENARES;MADRID;10:00 - 10:30;65;15
70112;SOTO DEL HENARES;MADRID;10:30 - 11:00;72;39
70112;SOTO DEL HENARES;MADRID;11:00 - 11:30;85;42
70112;SOTO DEL HENARES;MADRID;11:30 - 12:00;33;38
70112;SOTO DEL HENARES;MADRID;12:00 - 12:30;60;68
70112;SOTO DEL HENARES;MADRID;12:30 - 13:00;32;39
70112;SOTO DEL HENARES;MADRID;13:00 - 13:30;41;67
70112;SOTO DEL HENARES;MADRID;13:30 - 14:00;113;114
70112;SOTO DEL HENARES;MADRID;14:00 - 14:30;104;132
70112;SOTO DEL HENARES;MADRID;14:30 - 15:00;250;172
70112;SOTO DEL HENARES;MADRID;15:00 - 15:30;114;132
70112;SOTO DEL HENARES;MADRID;15:30 - 16:00;94;144
70112;SOTO DEL HENARES;MADRID;16:00 - 16:30;97;109
70112;SOTO DEL HENARES;MADRID;16:30 - 17:00;56;107
70112;SOTO DEL HENARES;MADRID;17:00 - 17:30;113;97
70112;SOTO DEL HENARES;MADRID;17:30 - 18:00;93;99
70112;SOTO DEL HENARES;MADRID;18:00 - 18:30;108;81
70112;SOTO DEL HENARES;MADRID;18:30 - 19:00;80;153
70112;SOTO DEL HENARES;MADRID;19:00 - 19:30;104;169
70112;SOTO DEL HENARES;MADRID;19:30 - 20:00;80;171
70112;SOTO DEL HENARES;MADRID;20:00 - 20:30;57;76
70112;SOTO DEL HENARES;MADRID;20:30 - 21:00;59;141
70112;SOTO DEL HENARES;MADRID;21:00 - 21:30;52;71
70112;SOTO DEL HENARES;MADRID;21:30 - 22:00;38;116
70112;SOTO DEL HENARES;MADRID;22:00 - 22:30;33;59
70112;SOTO DEL HENARES;MADRID;22:30 - 23:00;27;84
70112;SOTO DEL HENARES;MADRID;23:00 - 23:30;12;24
70112;SOTO DEL HENARES;MADRID;23:30 - 00:00;3;36
70200;GUADALAJARA;MADRID;00:00 - 00:30;0;41
70200;GUADALAJARA;MADRID;05:00 - 05:30;31;0
70200;GUADALAJARA;MADRID;05:30 - 06:00;34;0
70200;GUADALAJARA;MADRID;06:00 - 06:30;130;43
70200;GUADALAJARA;MADRID;06:30 - 07:00;228;47
70200;GUADALAJARA;MADRID;07:00 - 07:30;430;137
70200;GUADALAJARA;MADRID;07:30 - 08:00;539;80
70200;GUADALAJARA;MADRID;08:00 - 08:30;299;375
70200;GUADALAJARA;MADRID;08:30 - 09:00;122;139
70200;GUADALAJARA;MADRID;09:00 - 09:30;322;104
70200;GUADALAJARA;MADRID;09:30 - 10:00;6;95
70200;GUADALAJARA;MADRID;10:00 - 10:30;159;54
70200;GUADALAJARA;MADRID;10:30 - 11:00;0;58
70200;GUADALAJARA;MADRID;11:00 - 11:30;168;116
70200;GUADALAJARA;MADRID;11:30 - 12:00;0;56
70200;GUADALAJARA;MADRID;12:00 - 12:30;78;72
70200;GUADALAJARA;MADRID;12:30 - 13:00;99;103
70200;GUADALAJARA;MADRID;13:00 - 13:30;290;76
70200;GUADALAJARA;MADRID;13:30 - 14:00;91;121
70200;GUADALAJARA;MADRID;14:00 - 14:30;297;211
70200;GUADALAJARA;MADRID;14:30 - 15:00;123;0
70200;GUADALAJARA;MADRID;15:00 - 15:30;173;429
70200;GUADALAJARA;MADRID;15:30 - 16:00;141;162
70200;GUADALAJARA;MADRID;16:00 - 16:30;55;202
70200;GUADALAJARA;MADRID;16:30 - 17:00;110;100
70200;GUADALAJARA;MADRID;17:00 - 17:30;81;129
70200;GUADALAJARA;MADRID;17:30 - 18:00;81;54
70200;GUADALAJARA;MADRID;18:00 - 18:30;97;173
70200;GUADALAJARA;MADRID;18:30 - 19:00;45;76
70200;GUADALAJARA;MADRID;19:00 - 19:30;109;156
70200;GUADALAJARA;MADRID;19:30 - 20:00;60;276
70200;GUADALAJARA;MADRID;20:00 - 20:30;69;202
70200;GUADALAJARA;MADRID;20:30 - 21:00;25;118
70200;GUADALAJARA;MADRID;21:00 - 21:30;0;107
70200;GUADALAJARA;MADRID;21:30 - 22:00;100;62
70200;GUADALAJARA;MADRID;22:00 - 22:30;41;147
70200;GUADALAJARA;MADRID;22:30 - 23:00;31;0
70200;GUADALAJARA;MADRID;23:00 - 23:30;19;95
97100;PITIS;MADRID;00:00 - 00:30;0;0
97100;PITIS;MADRID;06:00 - 06:30;22;22
97100;PITIS;MADRID;06:30 - 07:00;36;47
97100;PITIS;MADRID;07:00 - 07:30;113;161
97100;PITIS;MADRID;07:30 - 08:00;207;263
97100;PITIS;MADRID;08:00 - 08:30;201;198
97100;PITIS;MADRID;08:30 - 09:00;146;184
97100;PITIS;MADRID;09:00 - 09:30;86;103
97100;PITIS;MADRID;09:30 - 10:00;61;64
97100;PITIS;MADRID;10:00 - 10:30;40;34
97100;PITIS;MADRID;10:30 - 11:00;30;47
97100;PITIS;MADRID;11:00 - 11:30;47;27
97100;PITIS;MADRID;11:30 - 12:00;26;26
97100;PITIS;MADRID;12:00 - 12:30;52;41
97100;PITIS;MADRID;12:30 - 13:00;57;45
97100;PITIS;MADRID;13:00 - 13:30;28;29
97100;PITIS;MADRID;13:30 - 14:00;56;50
97100;PITIS;MADRID;14:00 - 14:30;101;55
97100;PITIS;MADRID;14:30 - 15:00;148;105
97100;PITIS;MADRID;15:00 - 15:30;88;70
97100;PITIS;MADRID;15:30 - 16:00;113;106
97100;PITIS;MADRID;16:00 - 16:30;47;61
97100;PITIS;MADRID;16:30 - 17:00;42;51
97100;PITIS;MADRID;17:00 - 17:30;62;53
97100;PITIS;MADRID;17:30 - 18:00;100;97
97100;PITIS;MADRID;18:00 - 18:30;166;53
97100;PITIS;MADRID;18:30 - 19:00;134;154
97100;PITIS;MADRID;19:00 - 19:30;173;106
97100;PITIS;MADRID;19:30 - 20:00;90;96
97100;PITIS;MADRID;20:00 - 20:30;58;49
97100;PITIS;MADRID;20:30 - 21:00;17;28
97100;PITIS;MADRID;21:00 - 21:30;41;50
97100;PITIS;MADRID;21:30 - 22:00;9;13
97100;PITIS;MADRID;22:00 - 22:30;0;0
97100;PITIS;MADRID;22:30 - 23:00;0;0
97100;PITIS;MADRID;23:00 - 23:30;0;0
97100;PITIS;MADRID;23:30 - 00:00;0;0
97201;RAMON Y CAJAL;MADRID;06:00 - 06:30;17;68
97201;RAMON Y CAJAL;MADRID;06:30 - 07:00;48;148
97201;RAMON Y CAJAL;MADRID;07:00 - 07:30;162;468
97201;RAMON Y CAJAL;MADRID;07:30 - 08:00;179;949
97201;RAMON Y CAJAL;MADRID;08:00 - 08:30;205;1146
97201;RAMON Y CAJAL;MADRID;08:30 - 09:00;94;549
97201;RAMON Y CAJAL;MADRID;09:00 - 09:30;127;834
97201;RAMON Y CAJAL;MADRID;09:30 - 10:00;55;235
97201;RAMON Y CAJAL;MADRID;10:00 - 10:30;161;292
97201;RAMON Y CAJAL;MADRID;10:30 - 11:00;95;114
97201;RAMON Y CAJAL;MADRID;11:00 - 11:30;105;194
97201;RAMON Y CAJAL;MADRID;11:30 - 12:00;112;77
97201;RAMON Y CAJAL;MADRID;12:00 - 12:30;60;130
97201;RAMON Y CAJAL;MADRID;12:30 - 13:00;221;119
97201;RAMON Y CAJAL;MADRID;13:00 - 13:30;146;148
97201;RAMON Y CAJAL;MADRID;13:30 - 14:00;162;23
97201;RAMON Y CAJAL;MADRID;14:00 - 14:30;473;266
97201;RAMON Y CAJAL;MADRID;14:30 - 15:00;525;382
97201;RAMON Y CAJAL;MADRID;15:00 - 15:30;663;163
97201;RAMON Y CAJAL;MADRID;15:30 - 16:00;195;162
97201;RAMON Y CAJAL;MADRID;16:00 - 16:30;234;180
97201;RAMON Y CAJAL;MADRID;16:30 - 17:00;271;89
97201;RAMON Y CAJAL;MADRID;17:00 - 17:30;351;74
97201;RAMON Y CAJAL;MADRID;17:30 - 18:00;342;86
97201;RAMON Y CAJAL;MADRID;18:00 - 18:30;488;167
97201;RAMON Y CAJAL;MADRID;18:30 - 19:00;314;100
97201;RAMON Y CAJAL;MADRID;19:00 - 19:30;188;99
97201;RAMON Y CAJAL;MADRID;19:30 - 20:00;230;89
97201;RAMON Y CAJAL;MADRID;20:00 - 20:30;158;77
97201;RAMON Y CAJAL;MADRID;20:30 - 21:00;101;64
97201;RAMON Y CAJAL;MADRID;21:00 - 21:30;229;79
97201;RAMON Y CAJAL;MADRID;21:30 - 22:00;93;14
97201;RAMON Y CAJAL;MADRID;22:00 - 22:30;142;51
97201;RAMON Y CAJAL;MADRID;22:30 - 23:00;47;15
97201;RAMON Y CAJAL;MADRID;23:00 - 23:30;25;20
97201;RAMON Y CAJAL;MADRID;23:30 - 00:00;13;10
98003;FUENTE DE LA MORA;MADRID;00:00 - 00:30;4;8
98003;FUENTE DE LA MORA;MADRID;05:30 - 06:00;13;1
98003;FUENTE DE LA MORA;MADRID;06:00 - 06:30;17;34
98003;FUENTE DE LA MORA;MADRID;06:30 - 07:00;35;101
98003;FUENTE DE LA MORA;MADRID;07:00 - 07:30;111;234
98003;FUENTE DE LA MORA;MADRID;07:30 - 08:00;180;605
98003;FUENTE DE LA MORA;MADRID;08:00 - 08:30;223;731
98003;FUENTE DE LA MORA;MADRID;08:30 - 09:00;280;1069
98003;FUENTE DE LA MORA;MADRID;09:00 - 09:30;159;545
98003;FUENTE DE LA MORA;MADRID;09:30 - 10:00;88;244
98003;FUENTE DE LA MORA;MADRID;10:00 - 10:30;11;138
98003;FUENTE DE LA MORA;MADRID;10:30 - 11:00;74;27
98003;FUENTE DE LA MORA;MADRID;11:00 - 11:30;47;59
98003;FUENTE DE LA MORA;MADRID;11:30 - 12:00;11;56
98003;FUENTE DE LA MORA;MADRID;12:00 - 12:30;54;86
98003;FUENTE DE LA MORA;MADRID;12:30 - 13:00;81;30
98003;FUENTE DE LA MORA;MADRID;13:00 - 13:30;101;109
98003;FUENTE DE LA MORA;MADRID;13:30 - 14:00;102;30
98003;FUENTE DE LA MORA;MADRID;14:00 - 14:30;144;168
98003;FUENTE DE LA MORA;MADRID;14:30 - 15:00;185;126
98003;FUENTE DE LA MORA;MADRID;15:00 - 15:30;259;127
98003;FUENTE DE LA MORA;MADRID;15:30 - 16:00;132;72
98003;FUENTE DE LA MORA;MADRID;16:00 - 16:30;175;122
98003;FUENTE DE LA MORA;MADRID;16:30 - 17:00;179;33
98003;FUENTE DE LA MORA;MADRID;17:00 - 17:30;298;69
98003;FUENTE DE LA MORA;MADRID;17:30 - 18:00;393;136
98003;FUENTE DE LA MORA;MADRID;18:00 - 18:30;474;29
98003;FUENTE DE LA MORA;MADRID;18:30 - 19:00;459;116
98003;FUENTE DE LA MORA;MADRID;19:00 - 19:30;456;95
98003;FUENTE DE LA MORA;MADRID;19:30 - 20:00;132;80
98003;FUENTE DE LA MORA;MADRID;20:00 - 20:30;295;42
98003;FUENTE DE LA MORA;MADRID;20:30 - 21:00;30;34
98003;FUENTE DE LA MORA;MADRID;21:00 - 21:30;126;75
98003;FUENTE DE LA MORA;MADRID;21:30 - 22:00;65;65
98003;FUENTE DE LA MORA;MADRID;22:00 - 22:30;18;56
98003;FUENTE DE LA MORA;MADRID;22:30 - 23:00;50;8
98003;FUENTE DE LA MORA;MADRID;23:00 - 23:30;31;39
98003;FUENTE DE LA MORA;MADRID;23:30 - 00:00;11;3
98304;VALDEBEBAS;MADRID;00:00 - 00:30;1;0
98304;VALDEBEBAS;MADRID;05:30 - 06:00;0;0
98304;VALDEBEBAS;MADRID;06:00 - 06:30;16;0
98304;VALDEBEBAS;MADRID;06:30 - 07:00;20;46
98304;VALDEBEBAS;MADRID;07:00 - 07:30;26;72
98304;VALDEBEBAS;MADRID;07:30 - 08:00;52;122
98304;VALDEBEBAS;MADRID;08:00 - 08:30;86;34
98304;VALDEBEBAS;MADRID;08:30 - 09:00;33;22
98304;VALDEBEBAS;MADRID;09:00 - 09:30;28;40
98304;VALDEBEBAS;MADRID;09:30 - 10:00;11;35
98304;VALDEBEBAS;MADRID;10:00 - 10:30;12;12
98304;VALDEBEBAS;MADRID;10:30 - 11:00;13;11
98304;VALDEBEBAS;MADRID;11:00 - 11:30;9;16
98304;VALDEBEBAS;MADRID;11:30 - 12:00;6;3
98304;VALDEBEBAS;MADRID;12:00 - 12:30;29;25
98304;VALDEBEBAS;MADRID;12:30 - 13:00;12;7
98304;VALDEBEBAS;MADRID;13:00 - 13:30;25;15
98304;VALDEBEBAS;MADRID;13:30 - 14:00;19;17
98304;VALDEBEBAS;MADRID;14:00 - 14:30;14;17
98304;VALDEBEBAS;MADRID;14:30 - 15:00;11;31
98304;VALDEBEBAS;MADRID;15:00 - 15:30;13;6
98304;VALDEBEBAS;MADRID;15:30 - 16:00;10;20
98304;VALDEBEBAS;MADRID;16:00 - 16:30;14;29
98304;VALDEBEBAS;MADRID;16:30 - 17:00;15;7
98304;VALDEBEBAS;MADRID;17:00 - 17:30;25;9
98304;VALDEBEBAS;MADRID;17:30 - 18:00;56;21
98304;VALDEBEBAS;MADRID;18:00 - 18:30;80;22
98304;VALDEBEBAS;MADRID;18:30 - 19:00;66;8
98304;VALDEBEBAS;MADRID;19:00 - 19:30;74;3
98304;VALDEBEBAS;MADRID;19:30 - 20:00;30;41
98304;VALDEBEBAS;MADRID;20:00 - 20:30;38;14
98304;VALDEBEBAS;MADRID;20:30 - 21:00;1;17
98304;VALDEBEBAS;MADRID;21:00 - 21:30;11;7
98304;VALDEBEBAS;MADRID;21:30 - 22:00;5;24
98304;VALDEBEBAS;MADRID;22:00 - 22:30;7;4
98304;VALDEBEBAS;MADRID;22:30 - 23:00;0;4
98304;VALDEBEBAS;MADRID;23:00 - 23:30;9;4
98304;VALDEBEBAS;MADRID;23:30 - 00:00;0;2
98305;AEROPUERTO T-4;MADRID;00:00 - 00:30;17;10
98305;AEROPUERTO T-4;MADRID;05:30 - 06:00;11;37
98305;AEROPUERTO T-4;MADRID;06:00 - 06:30;36;0
98305;AEROPUERTO T-4;MADRID;06:30 - 07:00;25;195
98305;AEROPUERTO T-4;MADRID;07:00 - 07:30;39;73
98305;AEROPUERTO T-4;MADRID;07:30 - 08:00;34;104
98305;AEROPUERTO T-4;MADRID;08:00 - 08:30;62;98
98305;AEROPUERTO T-4;MADRID;08:30 - 09:00;74;96
98305;AEROPUERTO T-4;MADRID;09:00 - 09:30;58;103
98305;AEROPUERTO T-4;MADRID;09:30 - 10:00;70;176
98305;AEROPUERTO T-4;MADRID;10:00 - 10:30;103;102
98305;AEROPUERTO T-4;MADRID;10:30 - 11:00;89;96
98305;AEROPUERTO T-4;MADRID;11:00 - 11:30;95;67
98305;AEROPUERTO T-4;MADRID;11:30 - 12:00;96;54
98305;AEROPUERTO T-4;MADRID;12:00 - 12:30;70;80
98305;AEROPUERTO T-4;MADRID;12:30 - 13:00;72;58
98305;AEROPUERTO T-4;MADRID;13:00 - 13:30;45;120
98305;AEROPUERTO T-4;MADRID;13:30 - 14:00;73;103
98305;AEROPUERTO T-4;MADRID;14:00 - 14:30;141;102
98305;AEROPUERTO T-4;MADRID;14:30 - 15:00;158;96
98305;AEROPUERTO T-4;MADRID;15:00 - 15:30;148;54
98305;AEROPUERTO T-4;MADRID;15:30 - 16:00;123;97
98305;AEROPUERTO T-4;MADRID;16:00 - 16:30;111;101
98305;AEROPUERTO T-4;MADRID;16:30 - 17:00;76;59
98305;AEROPUERTO T-4;MADRID;17:00 - 17:30;60;103
98305;AEROPUERTO T-4;MADRID;17:30 - 18:00;139;77
98305;AEROPUERTO T-4;MADRID;18:00 - 18:30;78;64
98305;AEROPUERTO T-4;MADRID;18:30 - 19:00;48;166
98305;AEROPUERTO T-4;MADRID;19:00 - 19:30;100;45
98305;AEROPUERTO T-4;MADRID;19:30 - 20:00;62;112
98305;AEROPUERTO T-4;MADRID;20:00 - 20:30;50;53
98305;AEROPUERTO T-4;MADRID;20:30 - 21:00;0;71
98305;AEROPUERTO T-4;MADRID;21:00 - 21:30;167;53
98305;AEROPUERTO T-4;MADRID;21:30 - 22:00;86;38
98305;AEROPUERTO T-4;MADRID;22:00 - 22:30;27;48
98305;AEROPUERTO T-4;MADRID;22:30 - 23:00;47;29
98305;AEROPUERTO T-4;MADRID;23:00 - 23:30;32;26
98305;AEROPUERTO T-4;MADRID;23:30 - 00:00;0;11
10400;AVILA;MADRID;07:00 - 07:30;23;0
10400;AVILA;MADRID;11:00 - 11:30;0;34
10400;AVILA;MADRID;13:30 - 14:00;25;0
10400;AVILA;MADRID;15:00 - 15:30;36;0
10400;AVILA;MADRID;15:30 - 16:00;0;31
10400;AVILA;MADRID;23:00 - 23:30;0;15
